AverageDailyVolume,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,Change_PercentChange,ChangeinPercent,DaysHigh,DaysLow,DaysRange,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,LastTradeTime,MarketCapitalization,OneyrTargetPrice,Open,PEGRatio,PERatio,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume,symbol
2632210,6.72,+0.22,2.50,4.17,-0.89,16.92,+0.22 - +0.32%,+0.32%,68.95,68.39,68.39 - 68.95,12/30/2016,0.54,0.78,2.04B,2.82,0.82,3.14,2.72,66.42,4:00pm,27.16B,71.40,68.51,2.21,25.34,-1.27%,+0.32%,+3.77%,+6.44%,+32.54%,68.70,10.22,24.44,21.95,2.15,3.00,NMS,64.75,2365015,ROST
4258190,22.3980,+0.2193,-0.6428,-3.4649,-13.9307,11.3393,+0.2193 - +0.6684%,+0.6684%,33.5668,32.6300,32.6300 - 33.5668,12/30/2016,0.0800,0.2400,-324.08M,-0.1600,0.1300,0.5900,-3.9970,33.6721,3:30pm,8.05B,47.1900,32.7000,-46.7400,,-29.6650%,+0.6684%,-1.9090%,-9.4944%,+52.2789%,32.8100,1.4649,,55.9819,7.0038,2.5800,NYQ,36.4942,2096904,RRC
1199150,22.42,+0.68,1.75,5.57,-0.08,14.12,+0.68 - +1.16%,+1.16%,59.19,58.06,58.06 - 59.19,1/16/2017,1.28,2.21,2.61B,2.20,0.53,2.36,1.72,57.36,4:00pm,20.10B,58.67,58.09,2.71,34.37,-0.14%,+1.16%,+3.05%,+10.40%,+31.38%,58.43,2.61,26.87,25.05,2.14,5.46,NYQ,53.54,1299787,RSG
1814410,34.22,+0.72,5.56,9.61,-0.86,32.69,+0.72 - +0.48%,+0.48%,152.18,150.73,150.73 - 152.18,2/2/2017,2.93,1.95,3.76B,7.40,1.83,8.30,7.44,146.51,3:33pm,44.74B,167.39,151.59,1.69,20.43,-0.56%,+0.48%,+3.80%,+6.75%,+27.38%,151.35,4.42,20.55,18.32,1.85,1.35,NYQ,142.46,1466084,RTN
9237680,3.98,+0.28,0.20,1.21,-4.78,6.02,+0.28 - +0.49%,+0.49%,56.88,56.31,56.31 - 56.88,2/24/2017,0.90,1.60,4.95B,2.13,0.55,2.45,1.95,56.66,4:00pm,82.87B,64.56,56.56,1.70,29.16,-7.75%,+0.49%,+0.36%,+2.17%,+11.84%,56.58,14.22,26.69,23.21,3.80,1.36,NMS,55.65,6942255,SBUX
785360,39.71,+0.61,-3.25,-4.03,-8.94,4.62,+0.61 - +0.91%,+0.91%,67.50,65.08,65.08 - 67.50,1/1/2017,2.30,3.32,1.54B,4.11,1.47,4.24,3.98,70.72,4:02pm,9.64B,73.11,66.15,2.85,16.95,-11.70%,+0.91%,-4.60%,-5.64%,+7.35%,66.86,1.68,16.42,15.91,2.31,4.79,NYQ,71.50,1735680,SCG
8805510,10.03,+0.88,1.31,6.98,-0.47,19.14,+0.88 - +2.13%,+2.13%,42.46,41.31,41.31 - 42.46,2/24/2017,0.32,0.80,0.00,1.58,0.38,1.95,1.31,40.83,3:15pm,55.86B,45.31,41.63,1.33,32.17,-1.10%,+2.13%,+3.21%,+19.85%,+83.22%,41.26,4.11,26.67,21.61,7.33,2.78,NYQ,35.16,9379649,SCHW
3234060,10.65,-0.49,-0.30,0.97,-2.30,14.03,-0.49 - -1.16%,-1.16%,42.18,41.66,41.66 - 42.18,3/1/2017,1.76,4.18,2.41B,1.17,0.39,1.40,0.46,42.00,4:00pm,29.25B,43.00,41.92,3.21,91.65,-5.23%,-1.16%,-0.71%,+2.38%,+50.70%,42.19,3.96,35.64,29.79,6.00,3.93,NYQ,40.73,3267261,SE
1637730,3.17,+0.49,-0.42,0.92,-5.22,5.60,+0.49 - +1.04%,+1.04%,47.75,47.00,47.00 - 47.75,12/16/2016,0.64,1.34,1.05B,2.76,0.72,3.06,2.46,48.03,3:08pm,9.16B,52.57,47.02,1.96,19.35,-9.88%,+1.04%,-0.88%,+1.97%,+13.33%,47.12,14.87,17.25,15.56,1.34,4.06,NYQ,46.69,727272,SEE
866927,17.37,+0.08,19.99,32.02,-2.50,70.50,+0.08 - +0.03%,+0.03%,310.10,307.32,307.32 - 310.10,12/2/2016,3.36,1.10,1.95B,13.80,4.47,15.28,11.99,289.99,3:53pm,28.55B,325.43,309.22,2.10,25.85,-0.80%,+0.03%,+6.89%,+11.52%,+29.44%,309.90,17.84,22.46,20.29,2.41,1.02,NYQ,277.96,478654,SHW
1526260,32.06,+0.89,-6.78,-9.23,-49.94,4.72,+0.89 - +1.19%,+1.19%,75.60,74.00,74.00 - 75.60,2/28/2017,1.04,1.43,905.10M,7.42,2.07,7.89,6.68,82.29,3:02pm,5.25B,108.07,74.63,0.84,11.30,-39.81%,+1.19%,-8.24%,-10.89%,+6.67%,74.62,2.33,10.18,9.57,0.77,5.50,NYQ,84.74,586360,SIG
917677,61.67,+0.36,4.94,3.09,-19.02,16.50,+0.36 - +0.26%,+0.26%,138.53,137.26,137.26 - 138.53,3/1/2017,3.00,2.17,1.69B,7.68,1.77,8.08,6.13,133.35,2:45pm,16.10B,138.46,137.51,3.87,22.55,-12.09%,+0.26%,+3.70%,+2.28%,+13.55%,137.93,2.24,17.96,17.12,2.14,5.89,NYQ,135.20,743459,SJM
5510880,29.52,-0.70,-2.50,0.15,-6.08,11.36,-0.70 - -0.85%,-0.85%,82.37,81.62,81.62 - 82.37,4/17/2017,2.00,2.38,6.38B,1.79,0.37,3.40,-1.24,84.26,2:32pm,113.77B,96.79,82.00,-56.88,,-6.92%,-0.85%,-2.96%,+0.18%,+16.14%,82.46,2.79,45.68,24.05,4.13,2.87,NYQ,81.61,2830601,SLB
753732,70.63,+0.14,2.93,2.37,-9.45,27.94,+0.14 - +0.13%,+0.13%,111.54,109.55,109.55 - 111.54,1/17/2017,3.10,2.82,1.06B,1.88,0.46,2.23,2.34,108.25,4:00pm,11.18B,120.00,110.65,1.26,47.57,-7.83%,+0.13%,+2.71%,+2.18%,+33.57%,111.04,1.57,59.14,49.86,5.95,7.35,NYQ,108.81,470720,SLG
443573,45.12,+2.68,1.63,13.67,-6.13,33.90,+2.68 - +1.55%,+1.55%,175.78,172.24,172.24 - 175.78,3/10/2017,2.84,1.67,939.60M,10.07,2.55,11.04,9.20,173.97,3:31pm,10.18B,197.17,172.50,1.71,19.09,-3.37%,+1.55%,+0.94%,+8.44%,+23.92%,172.92,3.83,17.44,15.91,2.70,7.41,NYQ,161.93,397822,SNA
970984,15.70,+0.28,2.17,9.25,-1.34,23.08,+0.28 - +0.36%,+0.36%,77.86,76.92,76.92 - 77.86,12/10/2016,1.00,1.28,1.48B,5.27,1.26,5.32,6.05,75.01,4:00pm,9.96B,72.00,76.92,1.50,12.75,-1.71%,+0.36%,+2.90%,+13.62%,+42.66%,76.90,4.90,14.65,14.51,2.95,10.57,NMS,67.93,1624441,SNI
4500760,25.05,-0.29,-0.63,-1.75,-6.34,2.10,-0.29 - -0.60%,-0.60%,48.40,47.95,47.95 - 48.40,3/6/2017,2.24,4.57,7.41B,2.90,0.70,2.99,2.66,48.93,3:32pm,47.33B,50.78,48.35,5.39,18.14,-11.60%,-0.60%,-1.29%,-3.50%,+4.55%,48.59,1.94,16.66,16.15,2.60,5.09,NYQ,50.05,4518574,SO
1654930,13.58,-2.24,-3.45,-15.62,-50.40,5.59,-2.24 - -1.24%,-1.24%,180.83,176.84,176.84 - 180.83,2/28/2017,7.00,3.84,4.02B,6.49,1.52,6.79,5.87,182.15,3:18pm,56.15B,210.30,180.43,2.82,30.44,-22.00%,-1.24%,-1.90%,-8.04%,+3.23%,180.94,13.32,27.53,26.32,10.51,2.95,NYQ,194.32,1290674,SPG
1474520,2.52,+1.40,11.25,8.07,-0.36,45.43,+1.40 - +1.10%,+1.10%,128.68,126.30,126.30 - 128.68,3/10/2017,1.64,1.30,2.47B,6.01,1.58,6.66,7.94,117.07,4:00pm,33.16B,140.42,126.52,1.76,16.16,-0.28%,+1.10%,+9.61%,+6.71%,+54.81%,126.92,50.45,21.35,19.27,5.79,1.42,NYQ,120.25,789145,SPGI
6671140,7.14,+0.00,0.31,0.65,-1.91,2.22,+0.00 - +0.00%,+0.00%,9.47,9.35,9.35 - 9.47,1/12/2017,0.48,5.25,1.36B,0.88,0.17,0.91,-0.71,9.15,3:27pm,6.15B,9.92,9.46,8.08,,-16.80%,+0.00%,+3.38%,+7.41%,+30.66%,9.46,1.32,10.75,10.40,0.30,2.66,NMS,8.81,3364178,SPLS
1027420,33.47,-0.17,-0.59,-1.41,-51.55,5.87,-0.17 - -0.22%,-0.22%,78.31,76.80,76.80 - 78.31,,,,742.64M,4.46,1.10,4.62,2.75,77.98,2:29pm,6.58B,87.43,77.25,2.11,28.13,-39.98%,-0.22%,-0.75%,-1.79%,+8.21%,77.56,2.32,17.35,16.75,1.86,7.81,NMS,78.80,495410,SRCL
1020040,49.31,-0.28,1.74,0.44,-10.61,11.10,-0.28 - -0.27%,-0.27%,104.19,103.19,103.19 - 104.19,1/15/2017,3.02,2.89,2.83B,4.82,1.69,5.11,5.39,102.31,2:45pm,26.05B,115.07,103.34,3.48,19.31,-9.25%,-0.27%,+1.70%,+0.42%,+11.94%,104.33,2.12,21.59,20.36,2.61,5.03,NYQ,103.61,389088,SRE
3786890,45.56,+0.50,3.74,10.90,-0.22,27.95,+0.50 - +0.84%,+0.84%,60.31,59.47,59.47 - 60.31,12/15/2016,1.04,1.80,0.00,3.84,0.97,4.33,3.60,56.35,3:49pm,29.53B,59.90,59.83,3.43,16.69,-0.36%,+0.84%,+6.64%,+22.16%,+86.96%,59.59,1.31,15.65,13.88,3.59,3.26,NYQ,49.19,2838541,STI
2255810,47.19,+0.57,2.97,7.86,-1.47,31.42,+0.57 - +0.70%,+0.70%,82.31,81.49,81.49 - 82.31,1/18/2017,1.52,1.95,0.00,5.79,1.54,6.51,4.97,79.05,2:29pm,31.33B,85.64,81.73,1.84,16.50,-1.76%,+0.70%,+3.76%,+10.60%,+62.09%,81.45,1.73,14.17,12.60,3.05,2.31,NYQ,74.16,903554,STT
5015270,5.16,+0.30,6.94,10.91,-0.38,29.73,+0.30 - +0.63%,+0.63%,48.53,47.50,47.50 - 48.53,4/5/2017,2.52,5.42,1.71B,4.49,1.07,4.55,1.71,41.21,3:10pm,14.21B,45.56,47.93,0.60,28.09,-0.78%,+0.63%,+16.85%,+29.29%,+161.40%,47.85,9.27,10.72,10.58,1.29,5.52,NMS,37.24,3827653,STX
2030880,35.26,+0.18,4.56,-3.09,-17.48,18.82,+0.18 - +0.12%,+0.12%,156.31,155.06,155.06 - 156.31,2/23/2017,1.60,1.03,2.40B,6.65,1.88,7.52,6.46,151.51,3:49pm,30.60B,176.00,155.52,1.33,24.15,-10.07%,+0.12%,+3.01%,-1.94%,+13.71%,155.89,4.42,23.47,20.75,4.22,2.19,NYQ,159.16,749416,STZ
935700,43.17,+0.92,6.12,6.09,-2.06,35.77,+0.92 - +0.73%,+0.73%,126.98,125.50,125.50 - 126.98,12/20/2016,2.32,1.88,1.85B,6.95,1.91,7.58,6.51,120.59,4:02pm,18.64B,133.69,125.66,1.76,19.46,-1.60%,+0.73%,+5.08%,+5.05%,+39.33%,125.79,2.91,18.23,16.72,1.62,2.39,NYQ,120.62,587862,SWK
2444650,19.81,+0.33,7.53,14.94,-2.36,35.02,+0.33 - +0.36%,+0.36%,92.61,91.25,91.25 - 92.61,2/23/2017,1.12,1.21,1.37B,6.21,1.49,7.07,4.73,84.60,4:00pm,17.04B,92.57,92.02,1.01,19.49,-2.50%,+0.36%,+8.90%,+19.36%,+61.32%,91.80,4.63,14.84,13.03,5.18,3.47,NMS,77.19,1560793,SWKS
14160200,2.30,+0.10,-0.68,-2.86,-6.59,3.70,+0.10 - +1.12%,+1.12%,9.14,8.86,8.86 - 9.14,,0.00,0.00,650.00M,-0.01,0.23,0.82,-11.38,9.68,3:02pm,4.40B,13.39,8.98,-14.99,,-42.27%,+1.12%,-7.04%,-24.09%,+69.81%,8.90,3.87,,10.98,1.78,3.28,NYQ,11.86,8158525,SWN
6228940,17.367,+0.035,0.981,5.897,-0.700,14.105,+0.035 - +0.094%,+0.094%,37.750,37.170,37.170 - 37.750,2/16/2017,0.520,1.440,0.00,3.050,0.740,3.390,2.710,36.374,3:18pm,30.53B,42.910,37.330,1.130,13.784,-1.839%,+0.094%,+2.696%,+18.747%,+60.667%,37.320,2.149,12.248,11.019,4.367,1.420,NYQ,31.458,3433745,SYF
1434800,25.5010,+0.5275,3.8985,9.2475,-1.4425,29.9975,+0.5275 - +0.4211%,+0.4211%,125.8600,124.6050,124.6050 - 125.8600,4/28/2017,1.7000,1.3800,3.11B,6.4100,1.5200,7.0400,4.3500,121.8890,3:10pm,47.11B,130.9500,124.7000,2.0100,28.9167,-1.1338%,+0.4211%,+3.1984%,+7.9350%,+31.3159%,125.2600,4.9120,19.6236,17.8675,4.1422,4.5900,NYQ,116.5400,608970,SYK
7425730,6.38,-0.17,1.95,3.71,-0.84,12.37,-0.17 - -0.59%,-0.59%,28.63,28.20,28.20 - 28.63,3/15/2017,0.30,1.03,875.00M,1.19,0.39,1.76,3.32,26.56,3:45pm,17.64B,29.13,28.55,1.61,8.59,-2.86%,-0.59%,+7.35%,+14.98%,+76.64%,28.68,4.49,23.96,16.20,4.70,2.26,NMS,24.80,6829931,SYMC
3530220,4.582,+0.115,-1.011,0.777,-4.225,10.795,+0.115 - +0.218%,+0.218%,52.850,52.220,52.220 - 52.850,1/27/2017,1.320,2.510,3.00B,2.480,0.720,2.750,1.834,53.856,3:28pm,28.55B,54.310,52.610,1.780,28.814,-7.403%,+0.218%,-1.878%,+1.493%,+25.672%,52.730,11.508,21.308,19.216,0.537,3.810,NYQ,52.068,3482747,SYY
21346900,20.06,+0.37,-0.44,0.78,-2.77,5.02,+0.37 - +0.91%,+0.91%,41.14,40.56,40.56 - 41.14,2/1/2017,1.96,4.82,50.56B,2.95,0.76,3.04,2.10,41.56,4:00pm,252.44B,42.24,40.66,1.64,19.58,-6.31%,+0.91%,-1.07%,+1.94%,+13.91%,40.75,2.03,13.94,13.53,1.53,4.22,NYQ,40.34,23307797,T
1547550,46.16,-0.47,1.99,-2.02,-13.16,14.79,-0.47 - -0.47%,-0.47%,99.35,98.32,98.32 - 99.35,12/15/2016,1.64,1.71,605.50M,6.53,2.17,6.87,2.77,97.04,4:02pm,21.28B,117.36,99.00,2.03,35.75,-11.73%,-0.47%,+2.05%,-2.00%,+17.56%,99.50,2.16,15.17,14.41,6.22,2.13,NYQ,101.05,2561603,TAP
1612780,7.46,+0.02,2.51,2.24,-1.74,7.84,+0.02 - +0.06%,+0.06%,31.59,31.28,31.28 - 31.59,,,,449.00M,1.43,0.38,1.46,0.95,29.07,3:10pm,4.11B,29.50,31.51,4.55,33.24,-5.22%,+0.06%,+8.65%,+7.63%,+33.02%,31.56,4.23,22.08,21.63,1.77,14.24,NYQ,29.34,719053,TDC
1034940,-35.10,+0.81,9.94,-13.81,-43.37,45.82,+0.81 - +0.32%,+0.32%,251.80,249.56,249.56 - 251.80,11/1/2016,0.00,0.00,1.51B,12.22,3.16,13.68,8.56,241.07,4:02pm,13.26B,296.06,249.64,2.88,29.34,-14.73%,+0.32%,+4.12%,-5.22%,+22.33%,250.20,,20.54,18.35,4.03,4.24,NYQ,264.82,779676,TDG
1515410,24.86,+0.08,3.69,9.35,-0.99,21.60,+0.08 - +0.11%,+0.11%,76.14,75.25,75.25 - 76.14,12/9/2016,1.48,1.97,2.63B,4.43,1.12,4.77,5.72,71.81,3:10pm,26.82B,79.78,75.51,2.12,13.21,-1.29%,+0.11%,+5.14%,+14.14%,+40.07%,75.42,3.03,17.04,15.83,2.15,1.62,NYQ,66.15,1120160,TEL
1785000,10.27,+0.20,2.04,2.87,-1.03,6.44,+0.20 - +0.83%,+0.83%,24.47,24.01,24.01 - 24.47,1/3/2017,0.56,2.37,1.16B,2.25,0.41,1.88,2.02,22.31,3:55pm,5.22B,25.00,24.01,1.06,12.07,-4.06%,+0.83%,+9.16%,+13.36%,+35.96%,24.15,2.35,10.82,12.95,1.59,3.63,NYQ,21.48,1538787,TGNA
5994730,19.637,+0.045,-1.962,-5.033,-18.445,2.755,+0.045 - +0.069%,+0.069%,65.951,65.240,65.240 - 65.951,3/10/2017,2.400,3.650,7.47B,5.050,1.330,5.340,5.620,67.657,3:01pm,36.90B,73.820,65.500,2.500,11.690,-21.922%,+0.069%,-2.899%,-7.115%,+4.377%,65.650,3.343,13.009,12.302,0.524,5.480,NYQ,70.728,2776098,TGT
1896710,23.371,+0.345,4.271,8.416,-2.135,26.320,+0.345 - +0.416%,+0.416%,83.490,82.780,82.780 - 83.490,1/10/2017,1.800,2.210,934.80M,3.660,0.690,3.880,3.571,79.034,3:43pm,10.37B,84.040,82.960,2.980,23.328,-2.499%,+0.416%,+5.403%,+11.238%,+46.188%,82.960,3.550,22.761,21.470,2.590,6.660,NYQ,74.889,897016,TIF
3495490,6.64,+0.15,2.54,1.89,-5.41,7.98,+0.15 - +0.19%,+0.19%,78.47,77.71,77.71 - 78.47,3/2/2017,1.04,1.35,4.48B,3.52,0.81,3.79,3.41,75.69,4:01pm,51.00B,84.80,78.24,2.27,22.91,-6.47%,+0.19%,+3.35%,+2.48%,+11.36%,78.08,11.76,22.22,20.64,1.56,2.98,NYQ,76.34,3365231,TJX
485932,42.780,+0.555,2.570,8.598,-0.105,28.025,+0.555 - +0.729%,+0.729%,76.830,76.118,76.118 - 76.830,2/1/2017,0.560,0.750,863.00M,4.690,1.160,5.030,4.492,74.155,2:51pm,9.10B,72.560,76.380,2.220,17.080,-0.137%,+0.729%,+3.466%,+12.620%,+57.546%,76.170,1.781,16.359,15.253,2.297,4.260,NYQ,68.127,173706,TMK
2046140,54.58,+0.89,10.90,8.60,-2.51,30.61,+0.89 - +0.57%,+0.57%,158.37,156.48,156.48 - 158.37,1/16/2017,0.60,0.39,4.55B,9.16,2.26,10.10,5.09,147.27,3:29pm,62.41B,172.79,156.49,1.63,31.07,-1.56%,+0.57%,+7.40%,+5.75%,+24.00%,157.28,2.88,17.27,15.66,3.40,2.12,NYQ,149.57,887590,TMO
2061420,10.85,+0.51,1.58,-3.96,-18.99,7.07,+0.51 - +0.98%,+0.98%,53.29,52.20,52.20 - 53.29,,,,182.00M,1.54,0.33,1.55,0.83,51.12,4:00pm,7.68B,52.09,52.33,6.71,63.34,-26.49%,+0.98%,+3.10%,-6.99%,+15.49%,52.19,4.81,34.22,34.00,5.16,6.89,NMS,56.66,6137082,TRIP
1907530,20.461,+1.675,-0.416,1.401,-7.465,8.565,+1.675 - +2.398%,+2.398%,71.590,69.700,69.700 - 71.590,12/29/2016,2.160,3.110,1.93B,4.820,1.210,5.070,4.750,71.951,3:06pm,17.41B,71.730,69.910,1.830,15.060,-9.449%,+2.398%,-0.578%,+1.997%,+13.602%,69.860,3.414,14.841,14.109,4.027,4.330,NMS,70.134,1462940,TROW
1580610,83.05,+0.43,2.08,4.80,-2.42,17.22,+0.43 - +0.36%,+0.36%,120.99,120.11,120.11 - 120.99,3/31/2017,2.68,2.24,5.24B,9.51,2.16,9.94,10.28,118.59,3:08pm,33.74B,121.73,120.65,2.21,11.74,-1.97%,+0.36%,+1.75%,+4.14%,+16.65%,120.24,1.45,12.70,12.14,1.22,3.71,NYQ,115.87,974397,TRV
1497900,11.08,-0.40,-1.92,-1.42,-24.25,11.50,-0.40 - -0.54%,-0.54%,73.67,72.70,72.70 - 73.67,11/29/2016,0.96,1.29,837.04M,3.50,1.30,3.91,3.27,74.92,3:20pm,9.58B,83.33,73.36,1.62,22.32,-24.94%,-0.54%,-2.57%,-1.91%,+18.70%,73.40,6.63,20.86,18.67,1.42,3.41,NMS,74.42,1143880,TSCO
3900670,26.013,+0.355,2.264,-2.742,-11.695,9.635,+0.355 - +0.546%,+0.546%,65.400,64.810,64.810 - 65.400,3/15/2017,0.900,1.380,3.78B,5.010,1.180,5.000,4.957,63.091,3:16pm,23.99B,70.330,65.010,1.040,13.184,-15.178%,+0.546%,+3.589%,-4.027%,+17.292%,65.000,2.499,13.045,13.071,0.646,4.720,NYQ,68.097,1687490,TSN
2628510,69.58,+0.00,4.15,5.78,-5.49,20.21,+0.00 - +0.00%,+0.00%,88.57,87.25,87.25 - 88.57,3/15/2017,2.20,2.52,2.34B,6.20,2.11,6.98,6.12,83.86,4:03pm,10.28B,105.80,88.16,-0.60,14.37,-5.87%,+0.00%,+4.95%,+7.03%,+29.81%,88.01,1.26,14.20,12.61,0.42,3.11,NYQ,82.23,1415480,TSO
1309130,11.43,+0.27,1.95,4.58,-2.26,13.20,+0.27 - +0.50%,+0.50%,54.33,53.97,53.97 - 54.33,1/3/2017,0.40,0.75,975.10M,3.12,0.80,3.46,1.73,52.33,3:11pm,9.97B,58.85,53.97,1.48,31.38,-4.00%,+0.50%,+3.72%,+9.22%,+32.13%,54.01,4.72,17.40,15.69,2.38,1.00,NYQ,49.70,366092,TSS
4272650,31.52,-0.07,0.51,9.23,-1.03,33.01,-0.07 - -0.07%,-0.07%,96.41,95.96,95.96 - 96.41,3/15/2017,1.61,1.67,8.34B,5.95,1.31,6.56,4.95,95.81,4:03pm,74.36B,105.30,96.12,1.43,19.44,-1.06%,-0.07%,+0.53%,+10.60%,+52.14%,96.39,3.06,16.19,14.68,2.54,1.33,NYQ,87.09,3963689,TWX
5409200,10.52,+0.06,0.33,4.03,-3.77,24.39,+0.06 - +0.08%,+0.08%,75.81,74.93,74.93 - 75.81,2/13/2017,2.00,2.66,5.71B,3.67,0.90,3.94,3.48,75.37,3:24pm,75.40B,81.46,75.65,2.06,21.77,-4.74%,+0.08%,+0.44%,+5.62%,+47.53%,75.64,7.19,20.63,19.21,5.63,2.25,NMS,71.67,4328887,TXN
1744410,20.41,-0.01,0.39,5.64,-1.74,18.15,-0.01 - -0.02%,-0.02%,49.37,49.03,49.03 - 49.37,1/1/2017,0.08,0.16,1.59B,2.64,0.63,3.02,3.53,48.80,3:35pm,13.43B,52.33,49.23,2.10,13.95,-3.42%,-0.02%,+0.80%,+12.96%,+58.47%,49.20,2.41,18.63,16.29,0.97,1.67,NYQ,43.55,718505,TXT
4346420,4.638,+0.274,-3.838,-9.627,-26.518,1.914,+0.274 - +1.412%,+1.412%,19.815,19.160,19.160 - 19.815,,,,565.09M,0.410,-0.020,0.530,0.449,23.522,2:45pm,8.63B,23.000,19.350,9.410,43.840,-57.396%,+1.412%,-16.317%,-32.844%,+10.771%,19.410,4.185,48.010,37.140,1.762,1.580,NYQ,29.311,5319404,UA
5670000,4.638,+0.175,-4.959,-11.847,-26.010,1.495,+0.175 - +0.804%,+0.804%,21.960,21.380,21.380 - 21.960,,,,565.09M,0.420,-0.030,0.520,0.449,26.894,3:52pm,9.61B,23.340,21.470,2.480,48.853,-54.250%,+0.804%,-18.438%,-35.070%,+7.314%,21.760,4.692,52.226,42.183,1.975,7.120,NYQ,33.782,5030646,UAA
3633990,26.55,+2.10,2.74,14.69,-0.96,38.43,+2.10 - +2.85%,+2.85%,76.23,74.82,74.82 - 76.23,1/23/2008,0.00,0.00,6.94B,6.76,2.17,8.11,6.85,73.10,2:51pm,24.06B,85.44,75.29,-1.66,11.07,-1.25%,+2.85%,+3.74%,+24.02%,+102.73%,73.74,2.78,11.22,9.35,0.64,4.00,NYQ,61.15,3979930,UAL
1645390,11.400,-0.085,-0.286,0.106,-3.335,2.485,-0.085 - -0.240%,-0.240%,35.400,34.760,34.760 - 35.400,1/31/2017,1.180,3.310,608.65M,0.260,0.050,0.230,1.080,35.561,3:08pm,9.43B,36.600,35.210,-3.690,32.662,-8.638%,-0.240%,-0.803%,+0.301%,+7.579%,35.360,3.102,125.982,153.370,9.800,3.960,NYQ,35.169,756412,UDR
1107350,45.33,+0.80,9.92,3.45,-17.67,22.38,+0.80 - +0.66%,+0.66%,122.14,120.70,120.70 - 122.14,3/15/2017,0.40,0.34,1.70B,7.34,2.18,8.10,7.10,112.18,2:56pm,11.84B,134.71,121.00,1.97,17.20,-12.64%,+0.66%,+8.85%,+2.91%,+22.44%,121.30,2.68,16.63,15.07,1.22,2.95,NYQ,118.65,563069,UHS
736219,23.30,+1.24,6.62,18.35,-5.93,125.93,+1.24 - +0.46%,+0.46%,272.85,270.45,270.45 - 272.85,5/15/2012,0.00,0.00,797.09M,6.41,1.80,8.01,5.97,266.08,2:36pm,16.97B,301.10,270.99,2.00,45.71,-2.13%,+0.46%,+2.49%,+7.22%,+85.80%,271.46,11.65,42.54,34.04,3.72,3.30,NMS,254.35,273864,ULTA
3728330,40.20,+1.16,3.05,15.55,-0.60,49.09,+1.16 - +0.71%,+0.71%,164.89,162.58,162.58 - 164.89,3/21/2017,2.50,1.54,14.51B,9.51,2.32,10.64,7.25,161.24,4:02pm,156.27B,184.85,162.58,1.07,22.66,-0.36%,+0.71%,+1.89%,+10.46%,+42.61%,163.13,4.06,17.28,15.44,0.84,1.96,NYQ,148.74,4537759,UNH
1429420,39.02,+0.51,3.54,9.48,-0.03,22.33,+0.51 - +1.05%,+1.05%,49.04,48.46,48.46 - 49.04,2/17/2017,0.80,1.69,1.61B,4.10,1.02,4.39,3.95,45.47,3:12pm,11.26B,46.38,48.59,1.67,12.41,-0.06%,+1.05%,+7.78%,+23.99%,+83.70%,48.50,1.24,11.95,11.16,1.01,2.82,NYQ,39.53,892484,UNM
3755230,24.43,+0.48,3.42,10.83,-1.74,32.57,+0.48 - +0.44%,+0.44%,109.99,108.17,108.17 - 109.99,3/31/2017,2.42,2.24,9.31B,5.64,1.33,6.33,5.07,106.22,2:45pm,89.22B,112.82,108.71,1.71,21.63,-1.56%,+0.44%,+3.22%,+10.96%,+42.26%,109.16,4.47,19.44,17.32,4.45,1.80,NYQ,98.81,2144245,UNP
2919270,0.49,+0.07,-3.48,-2.33,-11.38,13.73,+0.07 - +0.06%,+0.06%,109.12,108.28,108.28 - 109.12,3/8/2017,3.32,3.09,7.69B,5.95,1.48,6.47,3.87,112.54,3:20pm,94.66B,114.61,108.87,2.14,28.18,-9.45%,+0.06%,-3.09%,-2.09%,+14.40%,108.99,220.63,18.33,16.86,1.55,3.92,NYQ,111.39,1984823,UPS
2750920,10.734,-0.125,0.399,-4.946,-13.315,3.585,-0.125 - -0.453%,-0.453%,27.710,27.150,27.150 - 27.710,,,,497.69M,1.880,0.270,1.980,1.924,27.086,2:45pm,3.19B,30.760,27.560,1.280,14.285,-32.635%,-0.453%,+1.472%,-15.250%,+15.000%,27.610,2.572,14.620,13.881,0.909,4.310,NMS,32.431,1147296,URBN
1770350,19.57,+0.39,12.59,36.18,-2.01,82.53,+0.39 - +0.30%,+0.30%,129.57,127.18,127.18 - 129.57,,,,1.72B,9.13,2.23,10.13,6.45,116.59,4:02pm,10.89B,123.86,128.50,1.06,20.03,-1.53%,+0.30%,+10.80%,+38.90%,+176.91%,128.79,6.58,14.15,12.75,1.88,3.75,NYQ,93.00,1135234,URI
